Timestamp,Network Slice ID,Device ID,Traffic Load (bps),Traffic Type,Network Utilization (%),Latency (ms),Packet Loss Rate (%),Signal Strength (dBm),Bandwidth Utilization (%),Network Slice Failure,QoS Metric (Throughput),Overload Status,Device Type,Region,Network Failure Count,Time of Day,Weather Conditions,hour,day,weekday,month,is_weekend,traffic_to_bandwidth_ratio,signal_latency_interaction,network_utilization_squared,log_packet_loss
2025-01-01 00:00:00,3,194,0.683596566982131,3,0.802225159012188,0.409462194985943,0.717950675581775,0.0518916935749937,0.9826182399611,0,0.175968109641723,0,2,0,0,1,0,0,1,2,1,0,0.6956817839971636,0.021247686752754878,0.6435652057521304,0.54113211277842
2025-01-01 01:00:00,4,197,0.134882390648231,2,0.434629109982193,0.662868565493207,0.679989862478341,0.856419123203333,0.180576626707527,0,0.626809045696724,1,0,1,2,2,1,1,1,2,1,0,0.7469123993698752,0.5676933156587435,0.18890246324391322,0.5187877591578787
2025-01-01 02:00:00,1,159,0.343439784189955,0,0.869971526465425,0.465470139882506,0.831167479582426,0.928250801966548,0.590927834779766,1,0.579702914359267,1,2,2,3,1,1,2,1,2,1,0,0.5811775181359815,0.4320730306374175,0.7568504568605816,0.6049537304238347
2025-01-01 03:00:00,3,163,0.171059953169932,0,0.180557429854436,0.631442310718271,0.0414582998554949,0.0895930745920288,0.0894761573815272,1,0.339626200402324,1,2,1,0,0,0,3,1,2,1,0,1.9115800496451336,0.05657285804474507,0.03260098547563958,0.04062194237243362
2025-01-01 04:00:00,3,187,0.943730468923887,1,0.94818506358557,0.450192333667474,0.0229640508756978,0.112489150752256,0.733851959701845,0,0.516537685555702,0,1,2,0,1,2,4,1,2,1,0,1.2859781822010612,0.05064175328943042,0.8990549148067714,0.022704345468063228
2025-01-01 05:00:00,4,134,0.272457955324471,0,0.218701361565095,0.188850515874289,0.373030103058934,0.0320461338418303,0.994827166465462,0,0.588568808867326,1,0,0,0,0,2,5,1,2,1,0,0.2738719104076918,0.0060519289078061625,0.04783028555042642,0.3170200515701994
2025-01-01 06:00:00,1,169,0.939047462184275,2,0.326234070448398,0.508574651934499,0.14870259152605,0.10354819684576,0.819154560950911,1,0.889383578406952,1,0,3,3,2,1,6,1,2,1,0,1.14634776325553,0.052661988169277384,0.10642866872133029,0.1386331242179084
2025-01-01 07:00:00,1,182,0.531333187916774,2,0.756541576687579,0.529291176099924,0.558497346925782,0.20870850173442,0.555633127009507,1,0.0545503300608057,1,1,3,3,1,0,7,1,2,1,0,0.9562490060417557,0.11046756834506419,0.5723551572569281,0.4437221178983531
2025-01-01 08:00:00,3,129,0.309548080946572,0,0.393821445058064,0.811716246304775,0.917635787563855,0.971163773216451,0.484647686895445,1,0.823191635268267,0,0,0,1,1,1,8,1,2,1,0,0.6386942564130849,0.7883094125424394,0.1550953305876217,0.6510930666484219
2025-01-01 09:00:00,2,170,0.343677940901523,1,0.608445156211501,0.736525166458999,0.39151168856956,0.668232827051912,0.835051092609554,0,0.980159139713603,0,0,1,4,1,1,9,1,2,1,0,0.41156023666188823,0.49217029417777697,0.3702055081172378,0.3303907019266531
